1	17934	1	0.5192427340567062
1	17936	1	1.6882655632573311
1	17938	1	0.5491114734108047
0	17939	1	0.18913649540229543
1	17942	1	0.18103288485851912
1	17943	1	1.4728939119788982
1	17944	1	0.8034595738124882
1	17946	1	2.152716412184948
0	17949	1	1.5447729336386753
1	17950	1	1.5072680037974284
1	17952	1	3.0159955311181963
1	17953	1	2.526426277693755
0	17954	1	0.8940963899219959
1	17955	1	2.0777827388588834
1	17956	1	1.8960460858287465
1	17957	1	0.07602522132182118
1	17959	1	0.3172460092869165
1	17960	0	1.463113744676596
0	17962	0	0.8109952289386203
1	17963	0	0.5246499379709826
0	17965	1	0.2502006294684309
1	17966	1	0.4038844143058004
1	17967	1	2.2846704580962482
1	17968	0	0.14627251457000515
0	17971	1	1.3429599000361954
1	17972	1	0.2886176045642715
1	17975	0	1.476253616497662
1	17980	0	0.13620473808989264
1	17985	1	1.9646343372623556
1	17988	0	1.754259176912317
1	17991	1	0.9634745782897549
0	17993	0	0.2257921084514121
0	17994	0	1.1954805013656862
1	17996	0	0.2304264190011988
1	17998	1	1.385249497245003
1	18000	1	1.1061865300906153
1	18001	1	0.25678605218036715
0	18002	1	1.9829007671866248
1	18004	0	0.3017360477209246
1	18005	1	0.23359367185113442
1	18006	1	1.698731490424805
1	18007	1	0.7894273221131641
0	18008	0	1.4079032658462438
0	18011	1	1.8050770760131043
0	18015	0	1.3400882857111915
1	18017	1	2.093404069103076
1	18018	1	0.4324851295611387
0	18021	1	1.7259785246752295
1	18022	1	0.9848981114926663
1	18024	1	1.6139794078887155
1	18026	1	0.2170885317858217
1	18028	0	1.337677185436444
1	18029	1	0.8630888653324009
1	18031	0	0.2722945718205815
1	18033	1	1.0943579307495817
0	18034	1	1.3253504958561992
1	18037	1	1.2337128172471843
0	18039	1	0.31902935641532015
1	18045	1	1.6942820706435482
0	18048	1	1.9836675687219607
1	18053	0	1.2629266583291783
0	18054	0	1.783136433963531
1	18055	1	0.7810938074657634
0	18057	1	1.2423513226123764
1	18058	1	1.299422973300649
1	18062	1	1.9202063483878626
1	18065	1	0.18824454753737946
1	18066	1	1.2913066046405755
1	18068	1	0.2809462547179618
1	18069	0	0.9819559765521986
1	18070	1	0.30615871150887725
1	18074	1	0.2882894917926994
0	18076	1	1.9135666703056298
1	18087	0	1.102113540877245
1	18088	1	0.22193674536599534
1	18089	0	0.28573950125579134
1	18090	0	0.375437830287827
0	18091	1	1.4122007118819424
1	18095	1	0.9628467335936186
1	18099	1	0.27428449248905884
0	18103	1	0.24826783606233627
1	18104	1	1.08777977364538
0	18105	0	2.728106601430708
